county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Glenn,2020-05-20T00:00:00,0.0,0.0,0.0,,0.0,0.0,
Orange,2020-05-20T00:00:00,275.0,113.0,388.0,7007.0,120.0,10.0,382.0
Shasta,2020-05-20T00:00:00,0.0,0.0,0.0,667.0,0.0,0.0,6.0
San Bernardino,2020-05-20T00:00:00,127.0,89.0,216.0,4821.0,51.0,14.0,213.0
Stanislaus,2020-05-20T00:00:00,18.0,30.0,48.0,1369.0,3.0,5.0,80.0
Riverside,2020-05-20T00:00:00,183.0,107.0,290.0,4010.0,67.0,28.0,144.0
San Diego,2020-05-20T00:00:00,335.0,69.0,404.0,6207.0,140.0,10.0,322.0
Contra Costa,2020-05-20T00:00:00,9.0,73.0,82.0,1628.0,6.0,9.0,128.0
Fresno,2020-05-20T00:00:00,56.0,41.0,97.0,2140.0,14.0,4.0,97.0
San Francisco,2020-05-20T00:00:00,47.0,32.0,79.0,2619.0,20.0,7.0,113.0
Mendocino,2020-05-20T00:00:00,1.0,0.0,1.0,180.0,1.0,0.0,7.0
Sonoma,2020-05-20T00:00:00,2.0,34.0,36.0,871.0,2.0,2.0,52.0
Los Angeles,2020-05-20T00:00:00,1506.0,561.0,2067.0,23670.0,452.0,87.0,1253.0
Tehama,2020-05-20T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,7.0
Placer,2020-05-20T00:00:00,4.0,52.0,56.0,753.0,0.0,5.0,45.0
Lassen,2020-05-20T00:00:00,0.0,1.0,1.0,25.0,0.0,0.0,
Tulare,2020-05-20T00:00:00,42.0,3.0,45.0,920.0,9.0,3.0,21.0
Calaveras,2020-05-20T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Marin,2020-05-20T00:00:00,4.0,25.0,29.0,390.0,0.0,0.0,20.0
Inyo,2020-05-20T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Kings,2020-05-20T00:00:00,22.0,4.0,26.0,199.0,5.0,0.0,5.0
Tuolumne,2020-05-20T00:00:00,0.0,0.0,0.0,151.0,0.0,0.0,4.0
El Dorado,2020-05-20T00:00:00,0.0,2.0,2.0,199.0,0.0,2.0,7.0
Merced,2020-05-20T00:00:00,8.0,1.0,9.0,242.0,4.0,0.0,1.0
San Benito,2020-05-20T00:00:00,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Colusa,2020-05-20T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Santa Cruz,2020-05-20T00:00:00,3.0,0.0,3.0,397.0,0.0,0.0,16.0
Siskiyou,2020-05-20T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Napa,2020-05-20T00:00:00,1.0,0.0,1.0,387.0,1.0,1.0,6.0
San Joaquin,2020-05-20T00:00:00,9.0,29.0,38.0,1366.0,3.0,6.0,27.0
Lake,2020-05-20T00:00:00,0.0,2.0,2.0,110.0,0.0,0.0,3.0
Nevada,2020-05-20T00:00:00,0.0,0.0,0.0,116.0,0.0,0.0,9.0
Amador,2020-05-20T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Trinity,2020-05-20T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Mariposa,2020-05-20T00:00:00,0.0,2.0,2.0,30.0,0.0,0.0,
Humboldt,2020-05-20T00:00:00,4.0,8.0,12.0,352.0,1.0,1.0,4.0
Del Norte,2020-05-20T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Plumas,2020-05-20T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Butte,2020-05-20T00:00:00,4.0,1.0,5.0,448.0,2.0,0.0,20.0
Sacramento,2020-05-20T00:00:00,11.0,92.0,103.0,2378.0,3.0,14.0,106.0
Mono,2020-05-20T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Tulare,2020-05-21T00:00:00,39.0,1.0,40.0,920.0,8.0,1.0,9.0
Colusa,2020-05-21T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Tehama,2020-05-21T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,8.0
Lassen,2020-05-21T00:00:00,0.0,1.0,1.0,25.0,0.0,0.0,
Siskiyou,2020-05-21T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Tuolumne,2020-05-21T00:00:00,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Santa Cruz,2020-05-21T00:00:00,4.0,1.0,5.0,397.0,1.0,0.0,14.0
Alameda,2020-05-21T00:00:00,77.0,162.0,239.0,2968.0,39.0,23.0,114.0
Lake,2020-05-21T00:00:00,0.0,0.0,0.0,110.0,0.0,0.0,3.0
Riverside,2020-05-21T00:00:00,194.0,91.0,285.0,4020.0,64.0,18.0,129.0
Yuba,2020-05-21T00:00:00,1.0,0.0,1.0,445.0,0.0,0.0,8.0
Orange,2020-05-21T00:00:00,262.0,102.0,364.0,6993.0,119.0,11.0,401.0
Mendocino,2020-05-21T00:00:00,1.0,0.0,1.0,180.0,1.0,0.0,7.0
Kern,2020-05-21T00:00:00,44.0,10.0,54.0,1728.0,20.0,0.0,73.0
San Mateo,2020-05-21T00:00:00,37.0,33.0,70.0,1096.0,10.0,4.0,26.0
Placer,2020-05-21T00:00:00,7.0,59.0,66.0,753.0,2.0,7.0,35.0
Trinity,2020-05-21T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Mono,2020-05-21T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Humboldt,2020-05-21T00:00:00,4.0,12.0,16.0,352.0,1.0,2.0,5.0
Madera,2020-05-21T00:00:00,0.0,0.0,0.0,528.0,0.0,0.0,18.0
Amador,2020-05-21T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Kings,2020-05-21T00:00:00,21.0,4.0,25.0,199.0,5.0,1.0,2.0
Mariposa,2020-05-21T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Sonoma,2020-05-21T00:00:00,4.0,31.0,35.0,871.0,3.0,5.0,49.0
San Diego,2020-05-21T00:00:00,325.0,53.0,378.0,6180.0,139.0,6.0,313.0
Santa Clara,2020-05-21T00:00:00,39.0,60.0,99.0,3318.0,16.0,8.0,167.0
Plumas,2020-05-21T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
El Dorado,2020-05-21T00:00:00,0.0,2.0,2.0,199.0,1.0,1.0,6.0
Calaveras,2020-05-21T00:00:00,0.0,1.0,1.0,50.0,0.0,1.0,9.0
Shasta,2020-05-21T00:00:00,0.0,0.0,0.0,667.0,0.0,0.0,5.0
San Joaquin,2020-05-21T00:00:00,8.0,23.0,31.0,1366.0,5.0,8.0,28.0
Modoc,2020-05-21T00:00:00,0.0,1.0,1.0,41.0,0.0,0.0,
Glenn,2020-05-21T00:00:00,0.0,0.0,0.0,,0.0,0.0,
Los Angeles,2020-05-21T00:00:00,1491.0,614.0,2105.0,23620.0,461.0,95.0,1199.0
Inyo,2020-05-21T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Butte,2020-05-21T00:00:00,8.0,1.0,9.0,448.0,2.0,1.0,17.0
San Bernardino,2020-05-21T00:00:00,131.0,93.0,224.0,4821.0,47.0,16.0,225.0
Fresno,2020-05-21T00:00:00,61.0,57.0,118.0,2144.0,16.0,4.0,99.0
Ventura,2020-05-21T00:00:00,30.0,19.0,49.0,1329.0,12.0,3.0,44.0
San Francisco,2020-05-21T00:00:00,43.0,37.0,80.0,2619.0,16.0,11.0,103.0
Marin,2020-05-21T00:00:00,4.0,29.0,33.0,390.0,0.0,0.0,18.0
Sutter,2020-05-21T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Sacramento,2020-05-21T00:00:00,7.0,100.0,107.0,2409.0,4.0,14.0,108.0
Yolo,2020-05-21T00:00:00,0.0,3.0,3.0,186.0,0.0,1.0,5.0
Stanislaus,2020-05-21T00:00:00,22.0,30.0,52.0,1369.0,3.0,5.0,82.0
San Luis Obispo,2020-05-21T00:00:00,2.0,5.0,7.0,473.0,1.0,2.0,20.0
Monterey,2020-05-21T00:00:00,8.0,1.0,9.0,811.0,4.0,0.0,103.0
Napa,2020-05-21T00:00:00,1.0,0.0,1.0,387.0,1.0,1.0,0.0
Nevada,2020-05-21T00:00:00,0.0,0.0,0.0,112.0,0.0,0.0,6.0
Contra Costa,2020-05-21T00:00:00,8.0,75.0,83.0,1628.0,6.0,11.0,118.0
Imperial,2020-05-21T00:00:00,75.0,3.0,78.0,210.0,22.0,0.0,10.0
Solano,2020-05-21T00:00:00,18.0,35.0,53.0,707.0,7.0,6.0,45.0
Del Norte,2020-05-21T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Santa Barbara,2020-05-21T00:00:00,24.0,6.0,30.0,717.0,9.0,1.0,58.0
San Benito,2020-05-21T00:00:00,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Merced,2020-05-21T00:00:00,6.0,0.0,6.0,242.0,4.0,0.0,3.0
Santa Clara,2020-05-22T00:00:00,36.0,19.0,55.0,3318.0,18.0,2.0,170.0
Colusa,2020-05-22T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Tuolumne,2020-05-22T00:00:00,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Madera,2020-05-22T00:00:00,1.0,0.0,1.0,528.0,0.0,0.0,21.0
Amador,2020-05-22T00:00:00,0.0,1.0,1.0,51.0,0.0,0.0,1.0
San Bernardino,2020-05-22T00:00:00,125.0,101.0,226.0,4821.0,44.0,11.0,218.0
San Joaquin,2020-05-22T00:00:00,9.0,26.0,35.0,1366.0,5.0,6.0,23.0
Plumas,2020-05-22T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Tulare,2020-05-22T00:00:00,38.0,1.0,39.0,881.0,9.0,1.0,31.0
Los Angeles,2020-05-22T00:00:00,1490.0,565.0,2055.0,23628.0,470.0,102.0,1187.0
Yolo,2020-05-22T00:00:00,0.0,0.0,0.0,186.0,0.0,0.0,7.0
Napa,2020-05-22T00:00:00,1.0,7.0,8.0,387.0,1.0,0.0,0.0
Kings,2020-05-22T00:00:00,23.0,5.0,28.0,199.0,7.0,1.0,4.0
Lassen,2020-05-22T00:00:00,0.0,1.0,1.0,25.0,0.0,0.0,
Calaveras,2020-05-22T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Nevada,2020-05-22T00:00:00,0.0,0.0,0.0,119.0,0.0,0.0,8.0
Merced,2020-05-22T00:00:00,6.0,1.0,7.0,242.0,4.0,0.0,4.0
Solano,2020-05-22T00:00:00,18.0,16.0,34.0,707.0,6.0,1.0,45.0
El Dorado,2020-05-22T00:00:00,0.0,4.0,4.0,199.0,1.0,2.0,8.0
Contra Costa,2020-05-22T00:00:00,11.0,30.0,41.0,1628.0,5.0,6.0,113.0
